artigo_id,estrato_audit,item_id,grau_audit,na_audit,justificativa_na_audit,evidencia_audit,observacoes_audit,estrato_retest,grau_retest,na_retest,justificativa_na_retest,evidencia_retest,observacoes_retest
ID_15,FER,MOD,1,0,,"p. 177-180; Sec. IV.A/IV.B; Fig. 3; cita opções de otimizadores e apresenta gráficos com 10 épocas, mas não define a taxa de aprendizagem nem o tamanho do lote.","Grau 1. Lista otimizadores (Adam, RMSProp, SGD) sem especificar qual foi usado no modelo final, e omite a taxa de aprendizagem e o tamanho do lote.",FER,1,0,,"Sec. IV.A e V; Fig. 3; descreve a arquitetura genérica da CNN, o uso do otimizador Adam e perda cross-entropy, mas omite a taxa de aprendizagem e o tamanho do lote.","Grau 1. O relato descreve parcialmente a arquitetura adotada (camadas de convolução, ReLU, Pooling, Flatten e fully connected) e informa alguns parâmetros do treinamento, como a função de perda (categorical cross-entropy) e o otimizador (Adam). Os gráficos mostram a evolução por 10 épocas. Contudo, faltam valores numéricos essenciais para a reprodução do treino, especificamente a taxa de aprendizagem (learning rate) e o tamanho do lote (batch size)."
ID_19,MULTI,MOD,1,0,,"p. 243, 249; Sec. III.A/IV.D; --; relata o tamanho do lote (128) e épocas, mas omite o otimizador, a taxa de aprendizagem e a regularização.","Grau 1. Apresenta arquitetura CNN e LSTM, épocas (20 a 50) e tamanho de lote da CNN, mas não menciona o algoritmo otimizador, a taxa de aprendizagem ou o método de regularização.",MULTI,1,0,,"Sec. III.A e III.C; --; descreve as arquiteturas, épocas e tamanho do lote, mas omite a taxa de aprendizagem e o otimizador.","Grau 1. As arquiteturas são descritas parcialmente (CNN com 3 camadas convolucionais, 3 de max-pooling e dense layer; LSTM com input, hidden e output gates). O texto informa o número de épocas (20 para CNN e 50 para LSTM) e o tamanho do lote para imagens (128). No entanto, não reporta hiperparâmetros essenciais, como o algoritmo otimizador utilizado e a taxa de aprendizagem (learning rate)."
ID_41,SER,MOD,2,0,,"p. 267-268; Sec. IV.B; --; modelo com dropout (0.2), parada antecipada (paciência 15), lote (32), otimizador (SGD) e taxa de aprendizagem (1e-3).","Grau 2. Atende a todos os requisitos: descreve o modelo (Wav2Vec2 + BERT + GEM), regularização, paciência da parada antecipada, tamanho do lote, otimizador e taxa de aprendizagem.",SER,2,0,,"p. 5; Sec. IV.B; Fig. 2; arquitetura baseada em Wav2Vec2/BERT detalhada, com lote 32, otimizador SGD, taxa de aprendizagem 1e-3, dropout p=0.2 e parada antecipada com paciência 15.","Grau 2. O relato descreve com detalhes a arquitetura de extração e classificação de emoções em áudio (Wav2Vec2 acústico e BERT lexical com predição paralela por cabeças lineares) e apresenta todos os parâmetros críticos para o treinamento: taxa de aprendizagem (1e-3), tamanho do lote (32), múltiplas regularizações (dropout p=0.2, LayerNorm, aprendizado multitarefa), otimizador (Stochastic Gradient Descent - SGD) e a regra clara de escolha do modelo final e épocas baseada em parada antecipada (early stopping com paciência de 15 otimizando a métrica CCC)."
ID_33,MULTI,MOD,1,0,,"p. 591-592; Sec. 4/5.1; --; detalha arquitetura, dropout (0.5), otimizador (Adam), taxa de aprendizagem (1e-3) e épocas (40), mas omite o tamanho do lote.","Grau 1. Arquitetura e esquema de redução da taxa de aprendizagem são detalhados, mas a falta do tamanho de lote restringe a reprodutibilidade.",MULTI,1,0,,"p. 3; Sec. 4 e 5.1; --; descreve a arquitetura (BLSTM, Self-Attention), épocas, otimizador, taxa de aprendizagem e regularização, mas falta o tamanho de lote.","Grau 1. A arquitetura do modelo (BLSTM, Multi-Head Self-Attention inter/intra, fully-connected) e a função de perda de aprendizado multitarefa são claramente descritas. O treinamento detalha o otimizador (Adam), épocas (40), taxa de aprendizagem (1e-3, caindo pela metade a cada 20 épocas) e regularização (dropout 0.5 e Knowledge Distillation). No entanto, o artigo omite a configuração numérica essencial do tamanho de lote (batch size) e não deixa claro o critério de escolha final do modelo (ex: early stopping vs último checkpoint)."
ID_43,SER,MOD,1,0,,"p. 611, 613, 623; Sec. III/IV; --; informa modelo, dropout (0.1), regularização L2, otimizador (Adam), taxa (0.001) e épocas, mas omite o tamanho do lote local.","Grau 1. Embora a arquitetura e as configurações do Federated Learning sejam bem definidas, o tamanho do lote usado em cada dispositivo local não é declarado no texto.",SER,1,0,,"Sec. III e IV. EVALUATION; Algorithm 1; arquitetura CNN com atenção descrita, otimizador Adam, LR 0.001 e parâmetros federados, mas falta o tamanho do lote (batch size).","Grau 1. O relato descreve detalhadamente a arquitetura do modelo (CNN com atenção STC), a função de perda (Cross-Entropy), o otimizador (Adam) e a taxa de aprendizagem (0.001). Informa os hiperparâmetros de Federated Learning como número de rodadas (R=100) e passos locais (E=1). Entretanto, o artigo omite o valor numérico essencial do tamanho do lote (batch size) no treinamento local, impossibilitando a reprodução exata."
ID_12,FER,MET,0,0,,p. 114-118; References; --; ausência de relato metodológico e resultados com incerteza na amostra fornecida.,Grau 0. O material não apresenta definições de métricas de avaliação ou medições de incerteza.,FER,0,0,,"p. 5; Sec. IV. RESULTS AND DISCUSSIONS; Tab. I/Fig. 3; procurou-se por estimativa de incerteza, mas reporta-se apenas estimativas pontuais de acurácia e F1-score sem qualquer medida de dispersão.","Grau 0. A métrica principal aparente do estudo é a acurácia, acompanhada de precision, recall e F1-score por classe. O artigo reporta unicamente estimativas pontuais (ex: acurácia geral de 97.95%) sem fornecer qualquer estimativa de incerteza associada, como desvio padrão ou intervalos de confiança. Além disso, não há justificativa explícita para a escolha das métricas, nem tratamento explícito do desbalanceamento na avaliação."
ID_15,FER,MET,0,0,,"p. 156; Sec. III; --; menciona cross-entropy como loss, sem relatar métricas de avaliação do modelo final com incerteza.","Grau 0. Não reporta os resultados finais do modelo e, consequentemente, nenhuma estimativa de incerteza para métricas principais.",FER,0,0,,"Sec. V. RESULT; --; procurou-se por estimativas de incerteza, mas o estudo reporta apenas um valor pontual de acurácia (98%) sem medidas de dispersão.","Grau 0. A métrica principal apresentada é a acurácia. O artigo declara que o modelo gera o output com 98% de acurácia, reportando apenas essa estimativa pontual. Não há nenhuma estimativa de incerteza (desvio padrão, intervalo de confiança ou avaliação cross-validation) associada ao resultado, além de não reportar métricas por classe, apesar de mencionar o desbalanceamento das emoções na metodologia."
ID_19,MULTI,MET,0,0,,p. 209-213; Sec. IV.B/IV.C; Tab. I/II/III; os resultados são estimativas pontuais estáticas em tabelas e classification reports.,"Grau 0. Embora empregue o macro e weighted average no classification report (lidando com o balanço), a incerteza do resultado ao longo de partições ou dobras não é calculada ou reportada.",MULTI,0,0,,"Sec. IV.A e IV.B; Tab. I e II; reporta acurácia, precisão, recall e F1-score apenas como valores pontuais, sem medidas de dispersão.","Grau 0. A métrica principal (acurácia) bem como as métricas secundárias do classification report são adequadas para o problema de classificação. Contudo, o texto reporta apenas as estimativas pontuais para o conjunto de testes de uma única rodada (ex: acurácia final de 86% ou 69%), não fornecendo nenhuma medida de incerteza, como intervalo de confiança ou desvio padrão."
ID_41,SER,MET,2,0,,"p. 257-259; Sec. VII.B/VII.C; Tab. V; reporta Média ± Desvio Padrão para PCC, além de Intervalos de Confiança (95% CI).","Grau 2. Artigo extremamente rigoroso. A métrica PCC e os coeficientes do modelo LMEM vêm acompanhados de desvio padrão amostral, p-values e os limites inferiores e superiores do intervalo de confiança de 95%.",SER,1,0,,"p. 9-10; Sec. VII.A e VII.B; Tab. IV e V; relata métricas principais adequadas (PCC, R2) com incerteza, mas omite justificativa para sua escolha na avaliação clínica.","Grau 1. O estudo avalia a severidade do humor via regressão (LMEM), adotando o Coeficiente de Correlação de Pearson (PCC) e o R2 como métricas principais dos resultados. A incerteza para o PCC é devidamente reportada por meio do desvio padrão na estratégia leave-one-participant-out (ex: 0.60 ± 0.45) e os coeficientes do modelo acompanham intervalos de confiança de 95%. Contudo, o grau é reduzido para 1 porque o artigo não justifica explicitamente a escolha do PCC e do R2 para esse construto específico (embora justifique a adoção do CCC no modelo prévio de extração de características acústicas)."
ID_33,MULTI,MET,0,0,,p. 654-656; Sec. 5.1/5.2; Tab. 1/2; resultados medidos e expostos unicamente em valores absolutos de CCC.,"Grau 0. A métrica principal (CCC) não conta com a presença do desvio padrão ao longo da validação cruzada, nem são realizados testes de hipótese na avaliação de ablação.",MULTI,0,0,,"p. 3; Sec. 5.2. Results and Discussion; Tab. 1; procurou-se por estimativas de incerteza, mas são reportados apenas valores pontuais da métrica CCC.","Grau 0. A métrica principal do problema (regressão contínua das impressões) é o Concordance Correlation Coefficient (CCC). O texto apresenta valores pontuais para a previsão de Competence e Warmth (ex: 78.8 e 77.5 na Tabela 1), mas não acompanha os resultados de qualquer medida quantitativa de incerteza, como intervalos de confiança ou desvios-padrão dos experimentos."
ID_43,SER,MET,0,0,,"p. 680-682; Sec. IV; Tab. II/III; a Unweighted Accuracy reportada retrata apenas a média absoluta de 5 corridas, sem a variância correspondente.","Grau 0. Embora aplique Unweighted Accuracy (UA) como resposta ativa a datasets desbalanceados de emoção, a variância ou desvio padrão dessas múltiplas execuções foi silenciado.",SER,0,0,,Sec. IV. EVALUATION; Tab. II e III; reporta apenas a Unweighted Accuracy (UA) média sem nenhuma medida de incerteza/dispersão.,"Grau 0. O artigo elege a Unweighted Accuracy (UA) como métrica principal, o que é adequado para o problema. Para lidar com a aleatoriedade e o desbalanceamento, reporta a média da UA de 5 rodadas independentes. No entanto, apresenta apenas essa estimativa pontual, omitindo qualquer medida quantitativa de incerteza (como desvio padrão, variância ou intervalos de confiança) sobre os resultados."
ID_12,FER,CAL,0,0,,p. 114-118; References; --; busquei por calibração no material disponível e não encontrei.,"Grau 0. O trecho contém apenas referências bibliográficas, impossibilitando a verificação de procedimentos de calibração.",FER,0,0,,"p. 4-5; Sec. III e IV; Tab. I/Fig. 3; procurou-se por métricas de calibração ou curvas de confiabilidade, mas o estudo reporta apenas métricas de desempenho preditivo (acurácia, precisão, recall, F1-score).","Grau 0. O artigo reporta exclusivamente o desempenho preditivo do classificador (CNN-SVM) por meio de acurácia, precisão, recall, F1-score e matriz de confusão. Não há nenhuma avaliação de calibração das saídas do modelo, curvas de confiabilidade ou métricas como ECE e escore de Brier. As menções no texto à 'confiabilidade' (reliability) referem-se à precisão e robustez geral do sistema na classificação, e não à calibração quantitativa das probabilidades finais."
ID_15,FER,CAL,0,0,,p. 156-157; Sec. III/IV; Fig. 3/4; busquei por métricas ou curvas de calibração e não encontrei; apenas curvas de loss e acurácia são apresentadas.,Grau 0. Avalia estritamente a acurácia e a perda em épocas de treino. Não há diagrama de confiabilidade ou análise da calibração das probabilidades de predição.,FER,0,0,,"Sec. V. RESULT; --; procurou-se por métricas de calibração, mas o estudo reporta apenas desempenho preditivo através da acurácia final e da função de perda.","Grau 0. O artigo exibe os gráficos de evolução de loss e acurácia durante as épocas do treinamento e cita o uso da camada softmax na saída final para a classificação em três categorias. No entanto, não há nenhuma menção ou teste quantitativo que avalie a calibração das saídas de probabilidade do modelo."
ID_19,MULTI,CAL,0,0,,p. 209-213; Sec. IV.B/IV.C; Tab. I/II/III; busquei por avaliação da confiabilidade/calibração das probabilidades de fusão e não encontrei.,"Grau 0. O artigo realiza 'fusion at decision level' das saídas dos modelos, mas não efetua nenhuma análise quantitativa de calibração (Platt scaling, Brier) nas probabilidades geradas.",MULTI,0,0,,"Sec. IV.A; --; reporta apenas o desempenho de classificação, sem nenhuma avaliação quantitativa de calibração.","Grau 0. O artigo avalia rigorosamente as saídas por meio de métricas baseadas na classe predita (matrizes de confusão e relatórios de classificação: precisão, recall, f1). Nenhuma curva de confiabilidade ou medida de erro de calibração (ECE, Brier) para os escores contínuos do modelo é apresentada."
ID_41,SER,CAL,0,0,,"p. 246-251; Sec. VII.A/VII.B; Tab. IV; busquei por calibração, isotonic regression ou diagramas e não encontrei.","Grau 0. O estudo prevê escores contínuos usando LMEM avaliados com métrica de correlação e regressão (PCC, R2). Não aborda a calibração preditiva dos escores gerados.",SER,0,0,,"p. 8-10; Sec. VI e VII; Tab. IV e V; procurou-se por avaliação quantitativa de calibração das estimativas, mas o estudo reporta apenas métricas de ajuste preditivo (PCC, CCC, R2) para as saídas contínuas.","Grau 0. Os modelos apresentados estimam valores contínuos para construtos de emoções e severidade do humor (regressão via LMEM ou redes neurais), sendo avaliados unicamente mediante métricas de correlação (CCC, PCC) e determinação de variância (R2). O artigo não descreve nem aplica nenhum procedimento de calibração ou cálculo de erro de calibração sobre as predições finais. NA=0 pois os modelos preveem saídas contínuas sem que o texto declare explicitamente limitações a meros rótulos ou explicite impossibilidade de estimar a confiança."
ID_33,MULTI,CAL,0,0,,p. 616-618; Sec. 5.1/5.2; Tab. 1; busquei por métodos de calibração aplicados ao output e não encontrei.,Grau 0. Avalia apenas CCC. Omite avaliações de calibração nos escores de impressão gerados pela rede de atenção.,MULTI,0,0,,"p. 3; Sec. 5.1 e 5.2; Tab. 1; procurou-se por métricas de calibração para as regressões, mas os resultados avaliam apenas a precisão preditiva via CCC.","Grau 0. O artigo realiza predição com saídas contínuas avaliando os erros por meio do CCC, com MSE durante o treinamento. Não há avaliação quantitativa nem procedimento mencionado que mensure a calibração dessas predições contínuas, limitando a avaliação estritamente ao desempenho do ajuste do modelo."
ID_43,SER,CAL,1,0,,"p. 631; Sec. III; --; aplica Temperature Scaling para suavizar as predições pseudo-rotuladas, mas não há avaliação quantitativa da calibração final do modelo.","Grau 1. O estudo utiliza Temperature Scaling com um limiar de confiança no algoritmo de pseudo-rotulagem (procedimento de ajuste associado à confiabilidade de probabilidade). No entanto, não há avaliação quantitativa (como ECE ou curva de confiabilidade) aferindo a calibração final do modelo nas métricas de resultado.",SER,1,0,,"Sec. III. METHODOLOGY; Eq. 3; descreve uso de limiar de confiança para pseudo-rótulos com temperature scaling, mas sem avaliar a calibração final do modelo.","Grau 1. O estudo aborda a confiabilidade do modelo ao longo do treinamento semi-supervisionado usando um limiar dinâmico de confiança (confidence threshold) associado ao temperature scaling (Eq. 3) para selecionar os pseudo-rótulos das predições. Contudo, não apresenta uma avaliação quantitativa posterior da calibração das saídas contínuas finais (ex: ECE ou Curva de Confiabilidade)."
ID_12,FER,SUB,0,0,,"p. 117-122; References; --; texto disponibiliza apenas resumo e referências, impossibilitando encontrar dados sobre subgrupos.",Grau 0. O material avaliado carece de seções de metodologia ou resultados que pudessem conter análises estratificadas.,FER,0,0,,"p. 4-5; Sec. IV. RESULTS AND DISCUSSIONS; Tab. I/Fig. 3; procurou-se por métricas ou análises estratificadas por idade ou gênero para reconhecimento de expressões faciais, mas reportam-se apenas métricas globais de desempenho sem justificativa para a ausência.","Grau 0. O artigo afirma na metodologia que a base de dados inclui diversidade demográfica pertinente, como idade, gênero e etnia dos indivíduos. Contudo, não realiza e não reporta qualquer avaliação de desempenho separada por esses subgrupos, nem fornece uma justificativa técnica para a não estratificação, descumprindo as regras específicas do checklist para expressões faciais."
ID_15,FER,SUB,0,0,,p. 149-162; Sec. I-V; --; busquei por avaliação por subgrupos ou equidade nas predições do modelo e não encontrei.,"Grau 0. Embora cite um artigo sobre viés de idade nas referências, o próprio trabalho não estratifica nem justifica a omissão de testes por gênero ou faixa etária nas expressões avaliadas.",FER,0,0,,"Sec. V. RESULT; --; procurou-se por métricas de desempenho estratificadas, mas o estudo reporta apenas a acurácia global, sem avaliação por gênero ou idade.","Grau 0. Na introdução do artigo, os autores observam teoricamente o problema do viés ('bias due to limited diversity in training data'), porém não aplicam nenhuma estratificação demográfica (por gênero, idade, etc.) nas suas próprias avaliações experimentais e não fornecem justificativa técnica para essa ausência."
ID_19,MULTI,SUB,1,0,,"p. 206, 209; Sec. III.B/III.D; --; detalha a divisão balanceada da base RAVDESS (12 atores, 12 atrizes), mas omite os testes preditivos segregados por este atributo.","Grau 1. A menção quantitativa da separação por gênero existe descritivamente nos conjuntos da base de dados. Porém, a avaliação de precisão e recall do modelo final exclui essa dimensão.",MULTI,0,0,,"Sec. III.D e IV.B; --; a base RAVDESS possui identificação explícita de gênero dos atores, mas o desempenho não é estratificado por esse subgrupo e não há justificativa.","Grau 0. A metodologia explicita que o dataset RAVDESS contém gravações de 12 atores e 12 atrizes (gênero explicitamente disponível e pertinente para emoções na fala). Apesar disso, os resultados não trazem métricas de avaliação separadas para esses subgrupos e não apresentam nenhuma justificativa técnica para a não estratificação."
ID_41,SER,SUB,1,0,,"p. 233, 247; Sec. V/VII; --; detalha dados demográficos (idade, gênero, raça) e inclui gênero como efeito aleatório no modelo LMEM, mas não reporta métricas preditivas estratificadas.","Grau 1. Apresenta farta discriminação dos atributos demográficos do grupo e controla o fator gênero (random effect) nas equações estatísticas, consistindo em uma separação analítica, porém as métricas preditivas de avaliação não são declaradas para cada subgrupo.",SER,1,0,,"p. 9, 26-27; Sec. VII.A; Fig. 4 e 5; apresenta separação qualitativa das predições por diagnóstico (BP I e BP II) e inclui gênero na modelagem, mas omite métricas quantitativas estratificadas.","Grau 1. O estudo define subgrupos clinicamente relevantes e apresenta separação qualitativa em análises descritivas e figuras (pontos plotados separadamente por indivíduos com Bipolar I e Bipolar II nas Figuras 4 e 5 para as tendências preditivas). Além disso, utiliza o gênero como efeito aleatório no LMEM. No entanto, o artigo não reporta métricas numéricas de desempenho (como PCC ou R2) calculadas separadamente para cada um desses subgrupos ou para faixa etária, o que limita a pontuação máxima a 1."
ID_33,MULTI,SUB,0,0,,"p. 636-646; Sec. I-V; --; busquei por análise de equidade, dados demográficos dos speakers/listeners e desempenho por gênero e idade e não encontrei.",Grau 0. Nenhum tratamento conferido à distinção por subgrupos ou análise descritiva atrelada a demografia na base.,MULTI,0,0,,"p. 3; Sec. 5.2. Results and Discussion; Tab. 1; procurou-se por análise desagregada por gênero ou faixa etária, mas não foi encontrada avaliação por subgrupos ou justificativa.","Grau 0. O estudo não reporta métricas de desempenho divididas por subgrupos (ex: gênero do speaker ou do listener), nem avalia de forma descritiva a interação demográfica, e não fornece justificativa explícita no texto sobre a ausência ou inviabilidade técnica de conduzir a estratificação."
ID_43,SER,SUB,0,0,,"p. 660-664; Sec. IV; Tab. I; divide a avaliação estritamente pelo atributo do locutor ('Speaker Indep.'), mas sem analisar atributos de gênero ou faixa etária.","Grau 0. Utiliza o paradigma de isolamento de identidades, o que é fundamental em biometria, mas não atende aos recortes categóricos de subgrupos (gênero, idade, etnia) exigidos para mensurar a equidade explícita.",SER,0,0,,"Sec. IV. EVALUATION; Tab. II e III; procurou-se por métricas estratificadas por gênero ou idade, mas não há análise de subgrupos e nem justificativa técnica.","Grau 0. Apesar de utilizar falas de atores com potenciais traços demográficos pertinentes ao domínio (como gênero), o estudo não realiza a avaliação do desempenho estratificada por subgrupos. Além disso, não oferece justificativa explícita no texto para a ausência de tais análises."
ID_12,FER,ROB,0,1,"O fragmento contém apenas referências bibliográficas, não apresentando protocolo preditivo ou avaliação experimental.",--,"NA=1. O documento não possui dados experimentais, inviabilizando qualquer análise de robustez ou sensibilidade.",FER,1,0,,"p. 4-5; Sec. III e IV; Fig. 2/Fig. 3; compara arquiteturas do modelo de forma isolada, mas procurou-se por testes de robustez e não foram encontrados.","Grau 1. O estudo apresenta uma análise quantitativa limitada de sensibilidade ao comparar o desempenho da arquitetura híbrida final (CNN+SVM) com seus componentes isolados e algoritmos base (CNN, RNN, SVM, RF), isolando o ganho numérico dessa escolha de modelagem. Entretanto, não conduz nenhum teste experimental que quantifique a estabilidade ou robustez do classificador sob variações nas entradas, ruídos ou outras perturbações em relação às imagens faciais."
ID_15,FER,ROB,0,0,,"p. 170-172; Sec. IV; Fig. 3/4; busquei por análises de sensibilidade, testes de ablação ou avaliação de robustez sob perturbações e não encontrei.","Grau 0. O artigo reporta as métricas fnais de acurácia e perda do modelo em treinamento e teste, sem variação paramétrica sistemática ou teste sob cenários adversos.",FER,0,0,,"Sec. IV e V; --; procurou-se por testes de robustez e estudos de ablação/sensibilidade, mas o estudo avalia um único modelo sem comparações.","Grau 0. O artigo não realiza nenhum estudo de ablação para verificar a sensibilidade quantitativa dos hiperparâmetros ou componentes arquiteturais (a menção à 'ResNetB0 Synergy' no resumo não é seguida por testes comparativos de arquitetura no método). Além disso, não há testes controlados medindo a robustez sob perturbações realistas das imagens (avalia-se unicamente a acurácia do modelo final)."
ID_19,MULTI,ROB,1,0,,"p. 238-243; Sec. IV.A/IV.C; Tab. I/II/III; relata sensibilidade em relação ao número de épocas de treinamento para as modalidades isoladas e fusionadas, mas sem testes de robustez.","Grau 1. Executa avaliação sensível à variação de um hiperparâmetro (épocas) e ao uso de fusão (multimodal vs unimodal), contudo, peca ao não aplicar perturbações realistas para certificar a robustez.",MULTI,0,0,,"Sec. IV; --; avalia apenas o desempenho dos modelos em um cenário base, sem variações experimentais controladas.","Grau 0. O artigo constrói os modelos (CNN, LSTM e modelo de fusão) e testa a acurácia global, mas não quantifica nenhuma estabilidade sob perturbações realistas nas entradas e também não conduz nenhum estudo de sensibilidade ou ablação para os parâmetros/camadas dos modelos."
ID_41,SER,ROB,2,0,,"p. 280-286; Sec. VII/VII.A/VII.B; Tab. IV; analisa sensibilidade através da ablação de conjuntos de características (Passivo, EMA e Combinado) e avalia a estabilidade cruzada sob variação de sujeitos (predição independente de sujeito).","Grau 2. O estudo isola os efeitos (sensibilidade) da utilização de dados de survey (EMA) contra dados passivos e combinados. Além disso, estipula a estabilidade preditiva ao relatar robustez nas predições isolando os sujeitos (Leave-One-Participant-Out) sob cenários in-the-wild.",SER,1,0,,"p. 8-10; Sec. VII.A e VII.B; Tab. IV; ablações de características e modalidades quantificadas, mas faltam testes locais de robustez a perturbações na entrada acústica.","Grau 1. O estudo conduz uma extensa e rigorosa análise de sensibilidade ao realizar ablações sobre as modalidades (dados passivos vs. autorrelato EMA vs. combinados) e características dinâmicas extraídas (média, variabilidade, inércia, anomalias), detalhando os efeitos quantitativos via R2 e PCC na Tabela IV. No entanto, os testes explícitos de robustez do modelo acústico a perturbações realistas e testes cross-corpus são apenas mencionados ou referenciados de trabalhos anteriores dos próprios autores, não havendo protocolo de robustez a perturbações quantificado de forma original neste relato."
ID_33,MULTI,ROB,1,0,,"p. 654-656; Sec. 5.2; Tab. 1/2; realiza análise de sensibilidade abrangente quantificando o efeito numérico (ablação) da remoção de cada módulo (atenção, KD loss, SE loss), mas não traz testes de robustez.","Grau 1. Atinge nível exemplar em avaliação de sensibilidade através da ablação pontual e exata de cada contribuição do seu framework. Entretanto, pelo rigor da regra (necessidade de apresentar AMBOS), recebe 1 por ausência de experimentos com perturbações realistas nas entradas.",MULTI,2,0,,p. 3-4; Sec. 5.2; Tab. 1 e 2; apresenta análises detalhadas de sensibilidade testando arquitetura de ablações nos módulos propostos e comparando diferenças numéricas.,"Grau 2. O artigo atende à métrica de sensibilidade conduzindo um amplo estudo de ablação (Tabela 1 e Tabela 2) para verificar a contribuição isolada e em conjunto das configurações de modelagem: remoção do modelo de causalidade, do modelo do ouvinte, das atenções inter e intra-domínio, e das perdas de regularização (KD loss, SE loss). Os efeitos das decisões são quantificados na variação do desempenho, embora faltem perturbações de entradas na robustez, as ablações arquiteturais preenchem de forma aprofundada o requisito do Grau 2 para sensibilidade controlada."
ID_43,SER,ROB,2,0,,p. 679-682; Sec. IV; Tab. II/III; quantifica a sensibilidade variando a taxa de dados rotulados (10% vs 100%) e testa a robustez do aprendizado federado sob diferentes estratégias de distribuição de dados e sobreposição de locutores.,"Grau 2. Apresenta sólidas provas de robustez (cenários com locutores sobrepostos vs independentes, e dados i.i.d vs non-i.i.d) aliadas à análise de sensibilidade quanto ao percentual de dados rotulados disponibilizados no treinamento federado.",SER,1,0,,Sec. IV. EVALUATION; Tab. II e III; realiza análises limitadas de sensibilidade ao comparar proporção de rótulos e cenários federados vs centralizados.,"Grau 1. O estudo demonstra evidência limitada de análise de sensibilidade e robustez ao comparar quantitativamente a arquitetura em cenário centralizado versus federado, e sob condições de distribuições random/non-i.i.d. Também avalia a sensibilidade isolando o uso da técnica semi-supervisionada contra a totalmente supervisionada (variando a disponibilidade de dados rotulados para 10%). Não reporta ablações estruturais específicas sobre os módulos de atenção arquiteturais nem avalia a robustez local frente a ruídos de entrada."
ID_12,FER,REP,0,0,,p. 114-118; References; --; busquei por menção a código-fonte ou dados abertos e não encontrei no material fornecido.,"Grau 0. A fonte contém apenas uma lista de referências, sem documentar a publicidade dos próprios artefatos e códigos.",FER,0,0,,"p. 1-5; Sec. I a V; procurou-se por links de repositórios (como GitHub), menção a dados, código-fonte, pesos do modelo ou declaração de disponibilidade de artefatos, mas nada foi encontrado.","Grau 0. O artigo não menciona a disponibilização de código-fonte, scripts de pré-processamento, parâmetros de ambiente, pesos do modelo (CNN-SVM) ou qualquer outro artefato necessário para a reprodução computacional dos resultados, caracterizando ausência total de artefatos públicos."
ID_15,FER,REP,0,0,,"p. 156-157; Sec. III/IV; --; busquei por links para repositório, código ou modelos e não encontrei.",Grau 0. Nenhuma referência estruturada à liberação pública do código treinado para garantir a reprodutibilidade.,FER,0,0,,"Sec. I a VI; --; procurou-se por repositório de código-fonte, links para o conjunto de dados ou pesos do modelo, mas nada foi disponibilizado.","Grau 0. Não há disponibilização pública de quaisquer artefatos de pesquisa. O artigo não fornece links para repositórios no GitHub, roteiros executáveis, ou versões de arquivo de configuração para a reprodução das métricas. O dataset também é apenas citado informalmente sem indicação verificável de acesso."
ID_19,MULTI,REP,0,0,,p. 231-240; Sec. III/IV; --; busquei por link do código-fonte ou repositório do modelo e não encontrei.,Grau 0. Não fornece links de repositório de código de fusão dos dados.,MULTI,0,0,,"Sec. I a V; --; procurou-se por indicação de repositório, código ou pesos, mas nada é disponibilizado publicamente.","Grau 0. Apesar de indicar as bases de dados públicas no Kaggle e usar bibliotecas em Python (Keras, TensorFlow, Librosa), os autores não fornecem links para o código-fonte desenvolvido, não explicitam versões das bibliotecas ou métodos de treino interativos em repositórios abertos. Não há artefatos públicos para a reprodutibilidade dos achados."
ID_41,SER,REP,0,0,,p. 253-261; Sec. III/IV; --; busquei por repositório do código ou modelos públicos e não encontrei.,Grau 0. Os autores detalham que os áudios e artefatos de features não são salvos em nuvem para proteção e também não apontam links para o código dos modelos.,SER,0,0,,"p. 1-12; Sec. III a VII; Notas de rodapé; procurou-se por links para o código-fonte original dos modelos LMEM, do pipeline de extração (PRIORI) ou dos modelos Wav2Vec2/BERT, mas não há disponibilização dos artefatos do estudo.","Grau 0. Embora o estudo forneça links em notas de rodapé para pacotes e APIs de terceiros utilizados no pipeline (webrtcvad e serviços Microsoft Azure) e cite bases públicas (MSP-Podcast), não há nenhum repositório público contendo o código-fonte próprio do estudo, instruções de execução, ambiente ou pesos dos modelos treinados, inviabilizando a reprodução direta."
